"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"142",142,"1818-1818","https://gallica.bnf.fr/ark:/12148/cb328716789/date","Paris, Paris","Le Spectateur politique et littéraire  ",3,"cb328716789",121,"1818-09","1818-12","1818-09-01","1818-12-31",FALSE
"143",143,"1885-1894","https://gallica.bnf.fr/ark:/12148/cb328573206/date","Paris, Bruxelles","Revue de l'enseignement secondaire et de l'enseignement supérieur",78,"cb328573206",1279,"1889-07-01","1892","1889-07-01","1892-12-31",FALSE
"144",144,"1899-1899","https://gallica.bnf.fr/ark:/12148/cb32725389w/date","Bône","Bulletin de publicité coloniale",13,"cb32725389w",84,"1899-08-20","1899-11-12","1899-08-20","1899-11-12",FALSE
"145",145,"1814-1814","https://gallica.bnf.fr/ark:/12148/cb327866149/date","","L'Heureux mariage ",1,"cb327866149",364,"1814","1814","1814-01-01","1814-12-31",FALSE
"146",146,"1856-1970","https://gallica.bnf.fr/ark:/12148/cb34378120q/date","Paris, Paris","L'Apiculteur ",123,"cb34378120q",32962,"1856-10","1946-12","1856-10-01","1946-12-31",FALSE
"147",147,"1906-1909","https://gallica.bnf.fr/ark:/12148/cb344259868/date","Paris, Paris","La Technique automobile ",4,"cb344259868",1110,"1906-01","1909-01-15","1906-01-01","1909-01-15",FALSE
"148",148,"1897-1897","https://gallica.bnf.fr/ark:/12148/cb32858868t/date","Paris, Paris","Revue des thèses de doctorat en droit ",4,"cb32858868t",122,"1897-07","1897-10","1897-07-01","1897-10-31",FALSE
"149",149,"1916","https://gallica.bnf.fr/ark:/12148/cb327369728/date","S. l.","Le Canard des poilus",1,"cb327369728",NA,NA,NA,NA,NA,FALSE
"150",150,"1944-1944","https://gallica.bnf.fr/ark:/12148/cb32796176p/date","Paris, Dreux","La Jeunesse agricole ",4,"cb32796176p",-62,"1944-08","1944-05","1944-08-01","1944-05-31",FALSE
"151",151,"1933-1938","https://gallica.bnf.fr/ark:/12148/cb32882765p/date","Alger","Al umma<U+1E97> ",161,"cb32882765p",1983,"1933","1938-06-07","1933-01-01","1938-06-07",FALSE
"152",152,"1791-1792","https://gallica.bnf.fr/ark:/12148/cb32800536d/date","A Paris, A Paris, A Paris","Journal des tribunaux ",4,"cb32800536d",730,"1791","1792","1791-01-01","1792-12-31",FALSE
"153",153,"1889-1890","https://gallica.bnf.fr/ark:/12148/cb327880144/date","Lyon, Lyon","Hymen ",4,"cb327880144",NA,"1889-12","1890-04","1889-12-01","1890-04-31",FALSE
"154",154,"1906","https://gallica.bnf.fr/ark:/12148/cb32812339k/date","Alger","La Matraque",6,"cb32812339k",38,"1906-09-27","1906-11-04","1906-09-27","1906-11-04",FALSE
"155",155,"1940-1942","https://gallica.bnf.fr/ark:/12148/cb32683684k/date","Paris","Agence française d'information de presse",341,"cb32683684k",2182,"1936-02-08","1942-01-29","1936-02-08","1942-01-29",TRUE
"156",156,"1886-1906","https://gallica.bnf.fr/ark:/12148/cb32865851k/date","Lyon, Paris, Arras","La Science catholique ",209,"cb32865851k",8520,"1886-12","1910-03","1886-12-01","1910-03-31",FALSE
"157",157,"1915","https://gallica.bnf.fr/ark:/12148/cb32761827k/date","Alger","L'Echo des sports de l'Afrique du Nord ",21,"cb32761827k",414,"1916-10-28","1917-12-16","1916-10-28","1917-12-16",FALSE
"158",158,"1915-1915","https://gallica.bnf.fr/ark:/12148/cb32887349j/date","Paris","Le Ver luisant ",2,"cb32887349j",NA,"1915-12",NA,"1915-12-01",NA,FALSE
"159",159,"1834-1840","https://gallica.bnf.fr/ark:/12148/cb41951170w/date","Paris, Paris, Paris","Journal grammatical",16,"cb41951170w",2221,"1834-01","1840-01","1834-01-01","1840-01-31",FALSE
"160",160,"1832-1833","https://gallica.bnf.fr/ark:/12148/cb32837233v/date","Paris, Paris","Le Petit Poucet ",4,"cb32837233v",122,"1832-10","1833-01","1832-10-01","1833-01-31",FALSE
"161",161,"1845-1935","https://gallica.bnf.fr/ark:/12148/cb32819449v/date","Port au Prince","Le Moniteur haïtien ",470,"cb32819449v",9991,"1845-02-08","1872-06-17","1845-02-08","1872-06-17",FALSE
"162",162,"1929-19..","https://gallica.bnf.fr/ark:/12148/cb32885652s/date","Paris, Caen","L'Université ",21,"cb32885652s",NA,"1929-11","1933-02","1929-11-01","1933-02-31",FALSE
"163",163,"19??","https://gallica.bnf.fr/ark:/12148/cb327046114/date","Fribourg","Association catholique internationale des oeuvres de protection de la jeune fille",1,"cb327046114",364,"1930","1930","1930-01-01","1930-12-31",FALSE
"164",164,"1892","https://gallica.bnf.fr/ark:/12148/cb32732050h/date","Grand Bassam puis Adjamé puis Bingerville","Bulletin officiel de la Côte d'Ivoire",109,"cb32732050h",2647,"1900-11","1908-01","1900-11-01","1908-01-31",FALSE
"165",165,"1876-1886","https://gallica.bnf.fr/ark:/12148/cb328421923/date","Genève","Le Précurseur",301,"cb328421923",3634,"1876-12-15","1886-11-27","1876-12-15","1886-11-27",FALSE
"166",166,"1871-1890","https://gallica.bnf.fr/ark:/12148/cb32729575q/date","Mâcon, Cluny, Paris","Bulletin mensuel de l'Association amicale des anciens élèves de l'École normale spéciale",150,"cb32729575q",6954,"1871-07-01","1890-07-15","1871-07-01","1890-07-15",FALSE
"167",167,"1932","https://gallica.bnf.fr/ark:/12148/cb32743684x/date","Hanoï","Club automobile et motocycliste du Tonkin Annam",33,"cb32743684x",NA,"1932-11","1934-06","1932-11-01","1934-06-31",FALSE
"168",168,"1929","https://gallica.bnf.fr/ark:/12148/cb32739620x/date","Hanoï","Chambre mixte de commerce et d'agriculture du Laos",29,"cb32739620x",4139,"1932-10","1944-01","1932-10-01","1944-01-31",FALSE
"169",169,"1893","https://gallica.bnf.fr/ark:/12148/cb344027481/date","Paris, Lyon","Mémoires de l'Académie des sciences",55,"cb344027481",39445,"1893","2000","1893-01-01","2000-12-31",FALSE
"170",170,"","https://gallica.bnf.fr/ark:/12148/cb34440568f/date","","",1,"cb34440568f",364,"1862","1862","1862-01-01","1862-12-31",FALSE
"171",171,"1819","https://gallica.bnf.fr/ark:/12148/cb32827734c/date","Les Cayes [Haïti]","L'Observateur",1,"cb32827734c",364,"1819","1819","1819-01-01","1819-12-31",FALSE
"172",172,"1890-1908","https://gallica.bnf.fr/ark:/12148/cb32687083j/date","Paris, Paris, Paris, Paris, Paris","Almanach de la démocratie rurale ",16,"cb32687083j",6938,"1890","1908","1890-01-01","1908-12-31",FALSE
"173",173,"1901-190?","https://gallica.bnf.fr/ark:/12148/cb327620477/date","Marengo","L'Echo du Chenoua ",80,"cb327620477",602,"1901-02-10","1902-10-05","1901-02-10","1902-10-05",FALSE
"174",174,"1931-1934","https://gallica.bnf.fr/ark:/12148/cb32685899n/date","Saigon","L'Alliance franco annamite",199,"cb32685899n",1444,"1931-01-15","1934-12-29","1931-01-15","1934-12-29",FALSE
"175",175,"1893","https://gallica.bnf.fr/ark:/12148/cb32707975x/date","Bougie Algérie","L'Avenir algérien",26,"cb32707975x",63,"1893-10-29","1893-12-31","1893-10-29","1893-12-31",FALSE
"176",176,"1801-1804","https://gallica.bnf.fr/ark:/12148/cb32810178f/date","Paris","La Lyre d'Apollon",2,"cb32810178f",730,"1803","1804","1803-01-01","1804-12-31",FALSE
"177",177,"1923-1929","https://gallica.bnf.fr/ark:/12148/cb32741693d/date","Paris, Lyon, Paris, Paris","Chronique des lettres françaises ",38,"cb32741693d",2041,"1923-07","1929-01","1923-07-01","1929-01-31",FALSE
"178",178,"1879-1894","https://gallica.bnf.fr/ark:/12148/cb32693843r/date","Bordeaux, Berlin, Paris, Paris","Annales de la Faculté des lettres de Bordeaux",32,"cb32693843r",8034,"1879","1900","1879-01-01","1900-12-31",FALSE
"179",179,"1899-1976","https://gallica.bnf.fr/ark:/12148/cb34442726j/date","Versailles, Paris","Revue de l'histoire de Versailles et de Seine et",50,"cb34442726j",16800,"1899","1944","1899-01-01","1944-12-31",FALSE
"180",180,"","https://gallica.bnf.fr/ark:/12148/cb34445414f/date","","Budget urbain",4,"cb34445414f",5478,"1924","1938","1924-01-01","1938-12-31",FALSE
"181",181,"1932-1939","https://gallica.bnf.fr/ark:/12148/cb32719041t/date","Hanoi","Bulletin de l'Asecourfi",59,"cb32719041t",2771,"1937-07","1945-01","1937-07-01","1945-01-31",FALSE
"182",182,"1989","https://gallica.bnf.fr/ark:/12148/cb34426349n/date","Saint Etienne, Paris","Réalités industrielles ",35,"cb34426349n",NA,"1992-11","1997-02","1992-11-01","1997-02-31",FALSE
"183",183,"1990-2000","https://gallica.bnf.fr/ark:/12148/cb344223606/date","Paris, Paris","Bibliographie nationale française",24,"cb344223606",3115,"1990-04-25","1998-11-04","1990-04-25","1998-11-04",FALSE
"184",184,"1877","https://gallica.bnf.fr/ark:/12148/cb343482958/date","Paris, Athenai","Bulletin de correspondance hellénique",52,"cb343482958",21547,"1877","1935","1877-01-01","1935-12-31",FALSE
"185",185,"1916-1916","https://gallica.bnf.fr/ark:/12148/cb32788331j/date","Sous Verdun","Il est interdit de bousculer les bégonias ",1,"cb32788331j",NA,NA,NA,NA,NA,FALSE
"186",186,"19??","https://gallica.bnf.fr/ark:/12148/cb32847313q/date","Casablanca","La Radio africaine et la T",47,"cb32847313q",1078,"1933-07-07","1936-06-19","1933-07-07","1936-06-19",FALSE
"187",187,"1822-1830","https://gallica.bnf.fr/ark:/12148/cb327982753/date","Paris, Paris","Journal de la Société de la morale chrétienne ",35,"cb327982753",2556,"1823","1829","1823-01-01","1829-12-31",FALSE
"188",188,"1913-1931","https://gallica.bnf.fr/ark:/12148/cb32857372f/date","Paris, Paris","Revue de l'histoire des colonies françaises ",58,"cb32857372f",7669,"1911","1931","1911-01-01","1931-12-31",FALSE
"189",189,"1884","https://gallica.bnf.fr/ark:/12148/cb328383441/date","Philippeville","Les Petites affiches du département de Constantine",30,"cb328383441",308,"1884-12-07","1885-10-11","1884-12-07","1885-10-11",FALSE
"190",190,"1925-1932","https://gallica.bnf.fr/ark:/12148/cb32802034t/date","Lattaquié Syrie","Journal officiel de l'Etat des Alaouites",335,"cb32802034t",2919,"1925-01-03","1932-12-31","1925-01-03","1932-12-31",FALSE
"191",191,"1892","https://gallica.bnf.fr/ark:/12148/cb32784394g/date","Alger","Les Guêpes algériennes",1,"cb32784394g",0,"1892-12-31","1892-12-31","1892-12-31","1892-12-31",FALSE
"192",192,"1894-1899","https://gallica.bnf.fr/ark:/12148/cb327724853/date","Hanoï","L'Extrême Orient ",525,"cb327724853",1960,"1894-06-03","1899-10-15","1894-06-03","1899-10-15",TRUE
"193",193,"1903-1953","https://gallica.bnf.fr/ark:/12148/cb327801521/date","Aïn Temouchent","La Gazette d'Aïn Temouchent",1585,"cb327801521",13244,"1903-04-23","1939-07-27","1903-04-23","1939-07-27",FALSE
"194",194,"1912-1925","https://gallica.bnf.fr/ark:/12148/cb32781018t/date","Paris, Paris","La Gazette du bon ton ",6,"cb32781018t",NA,NA,NA,NA,NA,FALSE
"195",195,"1908","https://gallica.bnf.fr/ark:/12148/cb328189599/date","Alger","Le Moniteur des cafés restaurants",5,"cb328189599",91,"1908-06-20","1908-09-19","1908-06-20","1908-09-19",FALSE
"196",196,"1916-191.","https://gallica.bnf.fr/ark:/12148/cb32735054m/date","","Le Cafard enchaîné ",1,"cb32735054m",NA,NA,NA,NA,NA,FALSE
"197",197,"1758-1760","https://gallica.bnf.fr/ark:/12148/cb328257922/date",", , , ","Le Nouveau spectateur ",8,"cb328257922",1095,"1758","1760","1758-01-01","1760-12-31",FALSE
"198",198,"18??","https://gallica.bnf.fr/ark:/12148/cb32731604r/date","Port au Prince","Bulletin officiel",2,"cb32731604r",14,"1809-11-18","1809-12-02","1809-11-18","1809-12-02",FALSE
"199",199,"1915-1919","https://gallica.bnf.fr/ark:/12148/cb32820395s/date","Maidières, S.l.","Le Mouchoir ",1,"cb32820395s",NA,NA,NA,NA,NA,FALSE
"200",200,"1916-1917","https://gallica.bnf.fr/ark:/12148/cb32875486b/date","S. l.","Les Tablettes d'un poilu par Jean Dur de la 6e du 133",1,"cb32875486b",NA,NA,NA,NA,NA,FALSE
"201",201,"19??","https://gallica.bnf.fr/ark:/12148/cb328041368/date","Kouang tcheou wan","",1,"cb328041368",364,"1934","1934","1934-01-01","1934-12-31",FALSE
"202",202,"19??","https://gallica.bnf.fr/ark:/12148/cb32848253x/date","Bruxelles","Rapport sur l'Administration belge du Ruanda Urundi pendant l'année",10,"cb32848253x",3652,"1928","1937","1928-01-01","1937-12-31",FALSE
"203",203,"1826-1904","https://gallica.bnf.fr/ark:/12148/cb328131216/date","Bruxelles","Mémoires couronnés",2,"cb328131216",1094,"1845","1847","1845-01-01","1847-12-31",FALSE
"204",204,"1858-1868","https://gallica.bnf.fr/ark:/12148/cb327855212/date","Bayrut, <U+0628><U+064A><U+0631><U+0648><U+062A>","<U+1E24>adiqa<U+1E97> al a<U+1E96>bar ",4,"cb327855212",119,"1861-12-05","1862-04-03","1861-12-05","1862-04-03",FALSE
"205",205,"1853-1862","https://gallica.bnf.fr/ark:/12148/cb326965669/date","Constantine, Constantine, Constantine","Annuaire de la Société archéologique de la province de Constantine",6,"cb326965669",3651,"1853","1862","1853-01-01","1862-12-31",FALSE
"206",206,"1895-1923","https://gallica.bnf.fr/ark:/12148/cb34398218v/date","Grenoble, Paris","Annales de l'Université de Grenoble",51,"cb34398218v",9160,"1895","1920-01","1895-01-01","1920-01-31",FALSE
"207",207,"1937-1947","https://gallica.bnf.fr/ark:/12148/cb328184933/date","Tananarive","Mongo",163,"cb328184933",3703,"1937-02-09","1947-04-01","1937-02-09","1947-04-01",FALSE
"208",208,"1762-1762","https://gallica.bnf.fr/ark:/12148/cb32827799z/date","","L'Observateur des spectacles ou Anecdotes théatrales ouvrage periodique par M de Chevrier.",14,"cb32827799z",1548,"1759","1763-03-29","1759-01-01","1763-03-29",FALSE
"209",209,"1996","https://gallica.bnf.fr/ark:/12148/cb34530984r/date","Paris","Responsabilité et environnement ",8,"cb34530984r",669,"1996-01","1997-10","1996-01-01","1997-10-31",FALSE
"210",210,"1933","https://gallica.bnf.fr/ark:/12148/cb328112032/date","Alger","Le Manche à balai",28,"cb328112032",668,"1933-11","1935-08","1933-11-01","1935-08-31",FALSE
"211",211,"1912-1935","https://gallica.bnf.fr/ark:/12148/cb32757727j/date","Tunis","Direction générale de l'agriculture",60,"cb32757727j",5509,"1912-01","1927-01","1912-01-01","1927-01-31",FALSE
"212",212,"1931","https://gallica.bnf.fr/ark:/12148/cb32704453h/date","Hanoï","Association amicale des fonctionnaires indigènes du Gouvernement général",3,"cb32704453h",1095,"1931-01","1933","1931-01-01","1933-12-31",FALSE
"213",213,"1886","https://gallica.bnf.fr/ark:/12148/cb32758816d/date","New York","The Dramatic review",2,"cb32758816d",-1,"1886-09","1886-08","1886-09-01","1886-08-31",FALSE
"214",214,"1915","https://gallica.bnf.fr/ark:/12148/cb32762550h/date","S. l.","L'Écho du 75 ",1,"cb32762550h",NA,NA,NA,NA,NA,FALSE
"215",215,"1958-1960","https://gallica.bnf.fr/ark:/12148/cb328021045/date","Koulouba","Journal officiel de la République soudanaise",4,"cb328021045",37,"1958-11-24","1958-12-31","1958-11-24","1958-12-31",FALSE
"216",216,"191.-191.","https://gallica.bnf.fr/ark:/12148/cb328379286/date","","La Petite marmite ",1,"cb328379286",NA,NA,NA,NA,NA,FALSE
"217",217,"1947","https://gallica.bnf.fr/ark:/12148/cb32716703g/date","Saïgon puis Saïgon, Hanoï","Bulletin administratif",322,"cb32716703g",12266,"1908-06","1941-12","1908-06-01","1941-12-31",FALSE
"218",218,"1868-1869","https://gallica.bnf.fr/ark:/12148/cb32697380j/date","Bâle, Berne, Paris","Annuaire du Club alpin suisse",1,"cb32697380j",364,"1869","1869","1869-01-01","1869-12-31",FALSE
"219",219,"1932","https://gallica.bnf.fr/ark:/12148/cb32890522k/date","Dakar","La Voce italiana di Dakar",152,"cb32890522k",1945,"1933-01-28","1938-05-27","1933-01-28","1938-05-27",FALSE
"220",220,"1893-189?","https://gallica.bnf.fr/ark:/12148/cb32853766n/date","Alger","Le Réveil algérien ",6,"cb32853766n",37,"1893-10-19","1893-11-25","1893-10-19","1893-11-25",FALSE
"221",221,"1894-1928","https://gallica.bnf.fr/ark:/12148/cb32788322k/date","Istanbul","Ikdam ",42,"cb32788322k",8582,"1905-04-09","1928-10-07","1905-04-09","1928-10-07",FALSE
"222",222,"1922-1961","https://gallica.bnf.fr/ark:/12148/cb32724399z/date","Hongkong","Bulletin de la Société des missions étrangères de Paris",20,"cb32724399z",6970,"1922-01","1941-01","1922-01-01","1941-01-31",FALSE
"223",223,"1881-1970","https://gallica.bnf.fr/ark:/12148/cb328129695/date","Paris, Rome","Mélanges d'archéologie et d'histoire ",53,"cb328129695",21913,"1881","1940","1881-01-01","1940-12-31",FALSE
"224",224,"1867-1870","https://gallica.bnf.fr/ark:/12148/cb328659646/date","Paris, Bruxelles","La Science sociale ",4,"cb328659646",1052,"1867-03-16","1870-01","1867-03-16","1870-01-31",FALSE
"225",225,"1846-1880","https://gallica.bnf.fr/ark:/12148/cb32696203k/date","Paris, Caen, Paris","Annuaire de l'Institut des provinces et des congrès scientifiques",21,"cb32696203k",9130,"1846","1870","1846-01-01","1870-12-31",FALSE
"226",226,"1893-1921","https://gallica.bnf.fr/ark:/12148/cb32859970w/date","Privas, Paris, Lyon","Revue historique",28,"cb32859970w",10576,"1893-01-15","1921","1893-01-15","1921-12-31",FALSE
"227",227,"1901-1918","https://gallica.bnf.fr/ark:/12148/cb32729235n/date","Bordeaux, Lyon, Marseille","Bulletin italien ",26,"cb32729235n",6573,"1901-01","1918","1901-01-01","1918-12-31",FALSE
"228",228,"1903-190?","https://gallica.bnf.fr/ark:/12148/cb328791169/date","Agha Mustapha","Le Trait d'union ",10,"cb328791169",63,"1903-05-17","1903-07-19","1903-05-17","1903-07-19",FALSE
"229",229,"1921","https://gallica.bnf.fr/ark:/12148/cb32879847h/date","Budapest","La Transylvanie enchaînée",11,"cb32879847h",196,"1921-05-08","1921-11-20","1921-05-08","1921-11-20",FALSE
"230",230,"191.-191.","https://gallica.bnf.fr/ark:/12148/cb328756172/date","","Le Taco ",2,"cb328756172",NA,"1916-10-05",NA,"1916-10-05",NA,FALSE
"231",231,"1900-1900","https://gallica.bnf.fr/ark:/12148/cb32794162h/date","Oran","L'Israélite algérien ",22,"cb32794162h",334,"1900-01-15","1900-12-15","1900-01-15","1900-12-15",FALSE
"232",232,"1802-1803","https://gallica.bnf.fr/ark:/12148/cb32827798m/date","A Paris, de l'Imprimerie des anciennes Petites affiches, rue Neuve S. Augustin, maison de la Correspondance nationale et étrangère. [20 février 8 octobre 1802]   Des imprimeries des frères Chaignieau, propriétaires et éditeurs, rue de la Monnaie, n°. 27, vis à vis la rue Boucher, près le Pont Neuf, et rue André des Arts, n°. 97. [9 octobre 1802 4 juin 1803]","L'Observateur des spectacles",297,"cb32827798m",444,"1802-02-20","1803-05-10","1802-02-20","1803-05-10",TRUE
"233",233,"1???","https://gallica.bnf.fr/ark:/12148/cb32806161z/date","S. l.","Lettres d'un poilu",1,"cb32806161z",NA,NA,NA,NA,NA,FALSE
"234",234,"1846-1866","https://gallica.bnf.fr/ark:/12148/cb32797343h/date","Constantinople","Journal de Constantinople",689,"cb32797343h",3429,"1846-08-11","1855-12-31","1846-08-11","1855-12-31",TRUE
"235",235,"1897-1899","https://gallica.bnf.fr/ark:/12148/cb344302839/date","Milan, Paris","Anthologie revue de France et d'Italie ",1,"cb344302839",364,"1897","1897","1897-01-01","1897-12-31",FALSE
"236",236,"1916-1918","https://gallica.bnf.fr/ark:/12148/cb32735995p/date","","Les Cahots de la roulante ",1,"cb32735995p",NA,NA,NA,NA,NA,FALSE
"237",237,"19??","https://gallica.bnf.fr/ark:/12148/cb327057589/date","Hanoï","Association professionnelle des ",31,"cb327057589",NA,"1923-01","1942-04","1923-01-01","1942-04-31",FALSE
"238",238,"1797-1800","https://gallica.bnf.fr/ark:/12148/cb32712457m/date","Paris, Paris","Le Bien informé",4,"cb32712457m",744,"1797-09-03","1799-09-17","1797-09-03","1799-09-17",FALSE
"239",239,"18??","https://gallica.bnf.fr/ark:/12148/cb32774508d/date","Neuchâtel","Feuille d'avis de Neuchâtel",11,"cb32774508d",59,"1877-09","1877-10-30","1877-09-01","1877-10-30",FALSE
"240",240,"1848-18..","https://gallica.bnf.fr/ark:/12148/cb32704679r/date","Paris, Paris","Association démocratique des amis de la Constitution",4,"cb32704679r",730,"1848","1849","1848-01-01","1849-12-31",FALSE
"241",241,"1906-1921","https://gallica.bnf.fr/ark:/12148/cb32802168d/date","Bamako","Journal officiel du Haut Sénégal",118,"cb32802168d",2175,"1919-01-01","1924-12-15","1919-01-01","1924-12-15",FALSE
