"","date","identifier","publisher","title"
"14012","1863-186.","https://gallica.bnf.fr/ark:/12148/cb32793800n/date","Toulouse","L'Interprète "
"14013","1941","https://gallica.bnf.fr/ark:/12148/cb32892244j/date","S. l.","De Vonk"
"14014","1907-1907","https://gallica.bnf.fr/ark:/12148/cb32807156m/date","Saint Denis","Libres propos "
"14015","1898-1901","https://gallica.bnf.fr/ark:/12148/cb32856776p/date","Poitiers","Revue d'archéologie poitevine  "
"14016","1915","https://gallica.bnf.fr/ark:/12148/cb42776567h/date","St Maixent","Bulletin paroissial "
"14017","19??","https://gallica.bnf.fr/ark:/12148/cb32778915r/date","S. l. [Belgique]","Front"
"14018","19??","https://gallica.bnf.fr/ark:/12148/cb328103362/date","Amsterdam","Maandagochtendblad "
"14019","1903-1912","https://gallica.bnf.fr/ark:/12148/cb32873083q/date","Strassburg","Strassburger Münsterblatt "
"14020","1869-1869","https://gallica.bnf.fr/ark:/12148/cb328332796/date","Marseille","Le Parnasse français contemporain "
"14021","1913","https://gallica.bnf.fr/ark:/12148/cb42743766c/date","Angoulême","Bulletin paroissial "
"14022","1917-1919","https://gallica.bnf.fr/ark:/12148/cb32787356n/date","","L'Horizon "
"14023","19??","https://gallica.bnf.fr/ark:/12148/cb32787731d/date","S. l.","L'Humanité"
"14024","1912-19..","https://gallica.bnf.fr/ark:/12148/cb427802543/date","St Maixent, Cogna","Bulletin paroissial "
"14025","19??","https://gallica.bnf.fr/ark:/12148/cb32881888c/date","S' Gravenhage","Trouw"
"14026","1934-1934","https://gallica.bnf.fr/ark:/12148/cb32832453t/date","Paris","Paris Europe "
"14027","1900-1901","https://gallica.bnf.fr/ark:/12148/cb32856182z/date","Lyon","La Revue académique "
"14028","1944","https://gallica.bnf.fr/ark:/12148/cb327762009/date","S. l.","Folkeviljen"
"14029","193.-1944","https://gallica.bnf.fr/ark:/12148/cb32867282p/date","Paris","Le Semeur de France "
"14030","19??","https://gallica.bnf.fr/ark:/12148/cb32785471b/date","Haarlem","Haarlemsche courant"
"14031","1884","https://gallica.bnf.fr/ark:/12148/cb328070101/date","Bruxelles","La Libre Belgique"
"14032","1945-1946","https://gallica.bnf.fr/ark:/12148/cb328578348/date","Fribourg en Brisgau","Revue de la zone française "
"14033","1905-1909","https://gallica.bnf.fr/ark:/12148/cb32836215p/date","Nantes, Paris","Petit écho de l'inconnu "
"14034","1936-1936","https://gallica.bnf.fr/ark:/12148/cb327412950/date","Toulouse","Le Chômeur occitan "
"14035","1837-1837","https://gallica.bnf.fr/ark:/12148/cb32762854q/date","Toulouse","L'Écho méridional "
"14036","1838-1842","https://gallica.bnf.fr/ark:/12148/cb32808766t/date","Paris, Paris, Paris","Le Livre de l'enseignement primaire "
"14037","1920-1920","https://gallica.bnf.fr/ark:/12148/cb45578651z/date","Stroossburrj","D'vier Schnäcke "
"14038","1902-1903","https://gallica.bnf.fr/ark:/12148/cb45812037k/date","Paris","L'Exposition de Hanoï "
"14039","1943","https://gallica.bnf.fr/ark:/12148/cb32804707b/date","Amsterdam","De Laatste ronde"
"14040","1790-1791","https://gallica.bnf.fr/ark:/12148/cb32818560d/date","Au Cap français. De l'Imprimerie de L'Honorey Dubuisson & compagnie, maison de MM. Batilliot, jeune, & compagnie, place d'Armes. [1790 1791]","Moniteur colonial."
"14041","1858-1858","https://gallica.bnf.fr/ark:/12148/cb327419023/date","Paris","La Chronique parisienne "
"14042","19??","https://gallica.bnf.fr/ark:/12148/cb32741410b/date","Amsterdam","Christofoor"
"14043","19??","https://gallica.bnf.fr/ark:/12148/cb32787723s/date","S. l.","L'Humanité"
"14044","1930-193?","https://gallica.bnf.fr/ark:/12148/cb34425747t/date","Paris","La Jeune Europe "
"14045","1900-1900","https://gallica.bnf.fr/ark:/12148/cb32832263k/date","Paris","Paris Buenos"
"14046","1921-1931","https://gallica.bnf.fr/ark:/12148/cb32889509b/date","Paris, Grenoble","Vient de paraître "
"14047","19??","https://gallica.bnf.fr/ark:/12148/cb328927605/date","Amsterdam","Vrij Nederland"
"14048","1853-1859","https://gallica.bnf.fr/ark:/12148/cb32858745w/date","Nantes","Revue des provinces de l'Ouest "
"14049","19??","https://gallica.bnf.fr/ark:/12148/cb32803698z/date","Amsterdam","Klein maar dapper"
"14050","1848-1848","https://gallica.bnf.fr/ark:/12148/cb32836381r/date","Paris","Le Petit fils du Père Duchêne "
"14051","1906-1906","https://gallica.bnf.fr/ark:/12148/cb400012604/date","Niort","Le Pays poitevin "
"14052","1916-1918","https://gallica.bnf.fr/ark:/12148/cb32826492g/date","Genève","Nouvelles de l'Agence internationale des prisonniers de guerre"
"14053","1898-1900","https://gallica.bnf.fr/ark:/12148/cb328345062/date","Ligugé","Le Pays poitevin "
"14054","1919-1920","https://gallica.bnf.fr/ark:/12148/cb32879231g/date","Paris","Le Trait d'union "
"14055","19??","https://gallica.bnf.fr/ark:/12148/cb328627282/date","Amsterdam","Rood"
"14056","1858-1863","https://gallica.bnf.fr/ark:/12148/cb327981823/date","Paris, Paris","Journal de la physiologie de l'homme et des animaux "
"14057","1945","https://gallica.bnf.fr/ark:/12148/cb32871550n/date","S. l.","Spartakus"
"14058","1945","https://gallica.bnf.fr/ark:/12148/cb327823135/date","Haarlem","De Geuzenpost"
"14059","19??","https://gallica.bnf.fr/ark:/12148/cb327877213/date","S. l.","L'Humanité"
"14060","1792-1792","https://gallica.bnf.fr/ark:/12148/cb32866138p/date","","Le Scrutateur politique"
"14061","1874-187.","https://gallica.bnf.fr/ark:/12148/cb32843569x/date","Versailles","Le Programme "
"14062","1821-1822","https://gallica.bnf.fr/ark:/12148/cb32813817w/date","Toulouse","Mémorial de jurisprudence de la Cour royale de Toulouse et des autres cours royales du Midi "
"14063","1825-1826","https://gallica.bnf.fr/ark:/12148/cb32833634b/date","Bordeaux","Le Passe temps de la ville et de la campagne"
"14064","1896-1926","https://gallica.bnf.fr/ark:/12148/cb328614207/date","Paris","Revue scientifique et morale du spiritisme"
"14065","19??","https://gallica.bnf.fr/ark:/12148/cb32880601p/date","S. l.","Treball"
"14066","1944","https://gallica.bnf.fr/ark:/12148/cb32793704r/date","Amsterdam","Internationale informatie Bladen van Vrij Nederland"
"14067","1933-1947","https://gallica.bnf.fr/ark:/12148/cb32865373h/date","Poitiers","Scapin "
"14068","1864-1866","https://gallica.bnf.fr/ark:/12148/cb32830603b/date","Paris","L'Ouest parisien "
"14069","19??","https://gallica.bnf.fr/ark:/12148/cb327728182/date","'s Gravenhage","De Fakkel"
"14070","1839-1841","https://gallica.bnf.fr/ark:/12148/cb32871637q/date","Poitiers","Le Spectateur "
"14071","1944-1945","https://gallica.bnf.fr/ark:/12148/cb32892764j/date","'s Gravenhage","Het Vrije geluid"
"14072","1825-1827","https://gallica.bnf.fr/ark:/12148/cb326950927/date","Paris, Paris, Paris, Paris","Année théâtrale de "
"14073","1911-19..","https://gallica.bnf.fr/ark:/12148/cb42743727g/date","Ruffec","Bulletin paroissial "
"14074","1922-1927","https://gallica.bnf.fr/ark:/12148/cb32832647f/date","Paris","Paris Matin"
"14075","19??","https://gallica.bnf.fr/ark:/12148/cb328930803/date","Stockholm","Weekly Danish survey"
"14076","1937","https://gallica.bnf.fr/ark:/12148/cb32890506b/date","Paris","La Voce degli Italiani"
"14077","1937-1940","https://gallica.bnf.fr/ark:/12148/cb32853568s/date","Saint Denis","Le Réunionnais"
"14078","1853-1855","https://gallica.bnf.fr/ark:/12148/cb32832300z/date","Paris","Paris chez soi "
"14079","1900-1907","https://gallica.bnf.fr/ark:/12148/cb328328230/date","Paris","Paris pour tous "
"14080","1881-1883","https://gallica.bnf.fr/ark:/12148/cb32832690k/date","Paris","Paris moderne "
"14081","1929-1944","https://gallica.bnf.fr/ark:/12148/cb32783492t/date","Poitiers","La Grand'goule "
"14082","1919-1937","https://gallica.bnf.fr/ark:/12148/cb32783711t/date","Paris","La Grande revue des vins et alcools "
"14083","1945","https://gallica.bnf.fr/ark:/12148/cb32803832k/date","'s Gravenhage","De Koerier"
"14084","1890-1960","https://gallica.bnf.fr/ark:/12148/cb327809391/date","Dounoux, Nancy, Paris","La Gazette des sourds muets "
"14085","199.-199.","https://gallica.bnf.fr/ark:/12148/cb45799631b/date","Pierrelaye","Gazeta Czwartego Swiata "
"14086","1893-1894","https://gallica.bnf.fr/ark:/12148/cb32844231n/date","Paris","Le Progrès économique "
"14087","1877-1888","https://gallica.bnf.fr/ark:/12148/cb32780962j/date","Paris","Gazette des touristes "
"14088","1882-1882","https://gallica.bnf.fr/ark:/12148/cb32888952b/date","Paris","La Vie élégante "
"14089","1941","https://gallica.bnf.fr/ark:/12148/cb328906089/date","S. l.","La Voie de Lénine"
"14090","1814-1822","https://gallica.bnf.fr/ark:/12148/cb32780864z/date","Mont de Marsan","Gazette des Landes ou Journal politique"
"14091","19??","https://gallica.bnf.fr/ark:/12148/cb32892765w/date","S. l.","De Vrije gooi en eemlander"
"14092","19??","https://gallica.bnf.fr/ark:/12148/cb32892768x/date","Haarlem","De Vrije pers"
"14093","1838-1839","https://gallica.bnf.fr/ark:/12148/cb414776065/date","Paris, Leipsig","La Tribune littéraire "
"14094","1917-1918","https://gallica.bnf.fr/ark:/12148/cb32783911c/date","Paris","La Greffe générale "
"14095","19??","https://gallica.bnf.fr/ark:/12148/cb327615628/date","Paris","L'Echo des Françaises"
"14096","1943-1944","https://gallica.bnf.fr/ark:/12148/cb32892581k/date","","La Voz de Madrid "
"14097","1857-1857","https://gallica.bnf.fr/ark:/12148/cb32832755b/date","Paris","Paris nouveau "
"14098","1921-1991","https://gallica.bnf.fr/ark:/12148/cb34440036f/date","Bruxelles","Le Drapeau rouge "
"14099","1897-1898","https://gallica.bnf.fr/ark:/12148/cb32844147r/date","Paris","Le Progrès des nouveautés "
"14100","1884-1944","https://gallica.bnf.fr/ark:/12148/cb328123058/date","Paris","Le Matin "
"14101","1968","https://gallica.bnf.fr/ark:/12148/cb344610739/date","Château Chinon","L' Académie du Morvan "
"14102","1926","https://gallica.bnf.fr/ark:/12148/cb32794270d/date","Paris","L'Italia del popolo"
"14103","1927-1927","https://gallica.bnf.fr/ark:/12148/cb327942545/date","Lione","L'Italia "
"14104","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32753850c/date","Amsterdam.","De Dageraad"
"14105","1945","https://gallica.bnf.fr/ark:/12148/cb32807965s/date","Håtunaholm Suède","Den Lille Hornblaeser"
"14106","1880-1964","https://gallica.bnf.fr/ark:/12148/cb328671038/date","Le Puy","La Semaine religieuse du diocèse du Puy en"
"14107","19??","https://gallica.bnf.fr/ark:/12148/cb32833337j/date","S. l.","La Parola degli italiani"
"14108","1943","https://gallica.bnf.fr/ark:/12148/cb32786991k/date","S. l.","Hjemmefronten"
"14109","1943","https://gallica.bnf.fr/ark:/12148/cb32823790w/date","Utrecht.","De Nieuwsbode"
"14110","1928-1928","https://gallica.bnf.fr/ark:/12148/cb328314062/date","Paris","Paix et travail "
"14111","1945-1945","https://gallica.bnf.fr/ark:/12148/cb32749221c/date","København","Corsaren"
"14112","1944","https://gallica.bnf.fr/ark:/12148/cb32776199x/date","S. l.","Folkeviljen"
"14113","19??","https://gallica.bnf.fr/ark:/12148/cb328237750/date","Amsterdam.","De Nieuwe wijnzak"
"14114","1917-1918","https://gallica.bnf.fr/ark:/12148/cb32774603z/date","","Feuille de Jau Dignac"
"14115","1920-1921","https://gallica.bnf.fr/ark:/12148/cb32859022j/date","Paris","Revue du Centre"
"14116","1916-1959","https://gallica.bnf.fr/ark:/12148/cb328124929/date","Paris","Meccano magazine "
"14117","1941","https://gallica.bnf.fr/ark:/12148/cb32847424n/date","S. l.","Radio Moscou"
"14118","1836-1952","https://gallica.bnf.fr/ark:/12148/cb34448033b/date","Paris","La Presse "
"14119","1883-1883","https://gallica.bnf.fr/ark:/12148/cb328183705/date","Paris","Le Monde militaire "
"14120","1933-1933","https://gallica.bnf.fr/ark:/12148/cb32826252p/date","Paris","La Nouvelle revue féminine"
"14121","1797-1797","https://gallica.bnf.fr/ark:/12148/cb32838138j/date","Paris, Paris","Petites affiches"
"14122","1913-191?","https://gallica.bnf.fr/ark:/12148/cb32856073q/date","Paris","La Révolution au Mexique "
"14123","1911","https://gallica.bnf.fr/ark:/12148/cb32856410x/date","Barbezieux","La Revue barbezilienne"
"14124","1944-1944","https://gallica.bnf.fr/ark:/12148/cb328654237/date","Alphen aan den Rijn","De Schakel"
"14125","19??","https://gallica.bnf.fr/ark:/12148/cb32768985q/date","S. l. [Belgique]","L'Espoir"
"14126","1898-1898","https://gallica.bnf.fr/ark:/12148/cb32778527n/date","La Tremblade","La Fraternité de la Charente Inférieure "
"14127","19??","https://gallica.bnf.fr/ark:/12148/cb32823750n/date","Amsterdam,","De Nieuwe Amsterdammer"
"14128","1943","https://gallica.bnf.fr/ark:/12148/cb328098232/date","S. l.","La Lutte contre la déportation"
"14129","1902-1902","https://gallica.bnf.fr/ark:/12148/cb32752530p/date","Montdidier","Le Cri du Santerre "
"14130","1944","https://gallica.bnf.fr/ark:/12148/cb32882399w/date","Zaadam","De Typhoon"
"14131","19??","https://gallica.bnf.fr/ark:/12148/cb32831997k/date","Amsterdam","Paraat"
"14132","1944-1945","https://gallica.bnf.fr/ark:/12148/cb328906685/date","S. l.","Voir"
"14133","1938-1939","https://gallica.bnf.fr/ark:/12148/cb32777673v/date","Paris","La France et la Pologne dans leurs relations artistiques "
"14134","1901-1903","https://gallica.bnf.fr/ark:/12148/cb32826306s/date","Paris","La Nouvelle vie de Paris"
"14135","19??","https://gallica.bnf.fr/ark:/12148/cb32872916t/date","'s Gravenhage.","De Stem"
"14136","19??","https://gallica.bnf.fr/ark:/12148/cb328177078/date","Nienburg sur Weser","Le Mois"
"14137","1900-1902","https://gallica.bnf.fr/ark:/12148/cb327795554/date","Gaillac","Gallia "
"14138","18??","https://gallica.bnf.fr/ark:/12148/cb32772215c/date","Paris","L'Exposition de 1889 "
"14139","19??","https://gallica.bnf.fr/ark:/12148/cb328333993/date","Utrecht","Het Parool"
"14140","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32872918h/date","Zwolle.","De Stem van Londen"
"14141","19??","https://gallica.bnf.fr/ark:/12148/cb32776195j/date","S. l.","Folk og frihed"
"14142","1927-1927","https://gallica.bnf.fr/ark:/12148/cb32777378r/date","Paris","France Allemagne "
"14143","1910-1925","https://gallica.bnf.fr/ark:/12148/cb328689689/date","Poitiers","Le Socialiste de la Vienne "
"14144","1941-1944","https://gallica.bnf.fr/ark:/12148/cb32892470n/date","S. l.","Vox"
"14145","1916-1916","https://gallica.bnf.fr/ark:/12148/cb32823952w/date","Paris","Le Nonante "
"14146","1940","https://gallica.bnf.fr/ark:/12148/cb32892911h/date","Amsterdam","De Waarheid"
"14147","19??","https://gallica.bnf.fr/ark:/12148/cb328294628/date","Utrecht.","Oranje bulletin"
"14148","1700-1705","https://gallica.bnf.fr/ark:/12148/cb458672001/date","Parisiis","Regiæ scientiarum Academiæ ephemerides"
"14149","1846-1980","https://gallica.bnf.fr/ark:/12148/cb34473047f/date","Paris","Annuaire "
"14150","1942-1944","https://gallica.bnf.fr/ark:/12148/cb32868456x/date","Clermont Ferrand","Siroco "
"14151","1944-1945","https://gallica.bnf.fr/ark:/12148/cb32829463m/date","Amsterdam.","Oranje bulletin"
"14152","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32871442r/date","S. l.","Sovetskij patriot"
"14153","19??","https://gallica.bnf.fr/ark:/12148/cb32892767k/date","Amsterdam","De Vrije Kunstenaar"
"14154","1885","https://gallica.bnf.fr/ark:/12148/cb32838778f/date","Bruxelles","Le Peuple"
"14155","1944-1951","https://gallica.bnf.fr/ark:/12148/cb32880330f/date","Limoges","Le Travailleur limousin "
"14156","1943-1963","https://gallica.bnf.fr/ark:/12148/cb32858038p/date","Saintes","Revue de Saintonge et d'Aunis "
"14157","19??","https://gallica.bnf.fr/ark:/12148/cb32829099h/date","'S Gravenhage","Ons volk"
"14158","19??","https://gallica.bnf.fr/ark:/12148/cb328221575/date","S. l.","Nase zvesti casopis ceskoslovenskych kommistu ve Francii"
"14159","19??","https://gallica.bnf.fr/ark:/12148/cb32868629k/date","Utrecht.","Slaet op den Trommale"
"14160","19??","https://gallica.bnf.fr/ark:/12148/cb32886644d/date","Voorburg en Leidschendam.","Der Vaderlant ghetrouwe"
"14161","1881-1886","https://gallica.bnf.fr/ark:/12148/cb32854362d/date","Charleville","Le Réveil des Ardennes "
"14162","19??","https://gallica.bnf.fr/ark:/12148/cb32833840t/date","Heemstede.","De Patriot"
"14163","19??","https://gallica.bnf.fr/ark:/12148/cb32772562q/date","S. l.","F"
"14164","19??","https://gallica.bnf.fr/ark:/12148/cb32818264z/date","S. l. puis Liège","Le Monde du travail"
"14165","1917-1917","https://gallica.bnf.fr/ark:/12148/cb32795778s/date","Aix en Provence","La Jeune Europe "
"14166","1943-1944","https://gallica.bnf.fr/ark:/12148/cb32890509c/date","S. l.","La Voce dei giovani"
"14167","1903-1903","https://gallica.bnf.fr/ark:/12148/cb328711151/date","Saint Jean d'Angély","Le Sounnâ "
"14168","1865-1865","https://gallica.bnf.fr/ark:/12148/cb32799783b/date","Clermont Ferrand","Journal des gardes "
"14169","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32892245w/date","Utrecht","Voor God en den Koning"
"14170","1880","https://gallica.bnf.fr/ark:/12148/cb328886159/date","Paris","La Vie à Paris"
"14171","19??","https://gallica.bnf.fr/ark:/12148/cb32789235w/date","S. l.","Indépendance"
"14172","19??","https://gallica.bnf.fr/ark:/12148/cb32895192v/date","Hoorn","De Zuiderzeebode"
"14173","1926-1929","https://gallica.bnf.fr/ark:/12148/cb344483753/date","Paris","Le Gaulois artistique "
"14174","1823-1858","https://gallica.bnf.fr/ark:/12148/cb34448436g/date","Paris","Le Corsaire "
"14175","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32795525n/date","Amsterdam","Je maintiendrai en Christofoor"
"14176","19??","https://gallica.bnf.fr/ark:/12148/cb32829067w/date","Haarlem","De Onderduiker"
"14177","19??","https://gallica.bnf.fr/ark:/12148/cb32840329d/date","Groningen","De Ploeg"
"14178","19??","https://gallica.bnf.fr/ark:/12148/cb328237917/date","'s Gravenhage.","Nieuws bulletin"
"14179","1897-1898","https://gallica.bnf.fr/ark:/12148/cb328585111/date","Cannes","La Revue des hôtels et des villas  "
"14180","1942","https://gallica.bnf.fr/ark:/12148/cb32877874x/date","'s Gravenhage","De Toekomst"
"14181","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32823784z/date","'s Gravenhage.","Het Nieuwe"
"14182","19??","https://gallica.bnf.fr/ark:/12148/cb32829464z/date","S. l.","Oranje bulletin"
"14183","1849-1849","https://gallica.bnf.fr/ark:/12148/cb32784884j/date","Paris","Le Guide des fiancés "
"14184","1925-1925","https://gallica.bnf.fr/ark:/12148/cb32895480p/date","La Rochelle","Bulletin de la Société des sciences morales et sociales de La Rochelle "
"14185","1890-1890","https://gallica.bnf.fr/ark:/12148/cb328199911/date","Montluçon","Montluçon illustré "
"14186","1912-19..","https://gallica.bnf.fr/ark:/12148/cb458060391/date","Rennes, Villedieu Vaucluse, Lille","Bulletin paroissial "
"14187","1941","https://gallica.bnf.fr/ark:/12148/cb328927667/date","Amsterdam","De Vrije Katheder"
"14188","1900-190.","https://gallica.bnf.fr/ark:/12148/cb32818836c/date","Paris","Le Moniteur de la prévoyance "
"14189","1814-1944","https://gallica.bnf.fr/ark:/12148/cb39294634r/date","Paris","Journal des débats politiques et littéraires"
"14190","1911","https://gallica.bnf.fr/ark:/12148/cb328553739/date","Santiago de Chile","Revista chilena de historia y geografía "
"14191","19??","https://gallica.bnf.fr/ark:/12148/cb328929554/date","S. l.","La Wallonie catholique"
"14192","1942","https://gallica.bnf.fr/ark:/12148/cb328882512/date","Haarlem","Verzet"
"14193","19??","https://gallica.bnf.fr/ark:/12148/cb32893127x/date","Amsterdam","De Wegwijzer"
"14194","19??","https://gallica.bnf.fr/ark:/12148/cb32891790v/date","S. l.","La Voix boraine"
"14195","19??","https://gallica.bnf.fr/ark:/12148/cb32847431x/date","Amsterdam","Radio Oranje"
"14196","1823-1825","https://gallica.bnf.fr/ark:/12148/cb455126560/date","Paris, Paris, Paris et Leipzig","Annuaire diplomatique "
"14197","1943-1943","https://gallica.bnf.fr/ark:/12148/cb32777416g/date","Londres","La France au combat "
"14198","1944-1944","https://gallica.bnf.fr/ark:/12148/cb32833924v/date","Châteauroux","Le Patriote berrichon "
"14199","19??","https://gallica.bnf.fr/ark:/12148/cb32892771t/date","'s Gravenhage","De Vrijheid"
"14200","1904-1960","https://gallica.bnf.fr/ark:/12148/cb32722474d/date","Paris","Bulletin de la Compagnie générale transatlantique"
"14201","1919-2016","https://gallica.bnf.fr/ark:/12148/cb345329309/date","Nancy, Nancy","L'Ancien combattant "
"14202","1933-1933","https://gallica.bnf.fr/ark:/12148/cb328407343/date","Paris","Police et reportage "
"14203","1904-1908","https://gallica.bnf.fr/ark:/12148/cb327712243/date","Paris","L'Europe coloniale "
"14204","1923-1957","https://gallica.bnf.fr/ark:/12148/cb32771225f/date","Paris","Europe colonies "
"14205","1909-1933","https://gallica.bnf.fr/ark:/12148/cb32771243c/date","Paris","L'Europe financière "
"14206","1837-1888","https://gallica.bnf.fr/ark:/12148/cb32771256q/date","Paris","L'Europe industrielle et commerciale "
"14207","1922-1940","https://gallica.bnf.fr/ark:/12148/cb32732353c/date","Paris","Bulletin officiel du Comité France Orient"
"14208","1937-1940","https://gallica.bnf.fr/ark:/12148/cb327110338/date","Paris","Belle jeunesse "
"14209","1893-1894","https://gallica.bnf.fr/ark:/12148/cb328375628/date","Paris","Le Petit sport "
"14210","1854-1857","https://gallica.bnf.fr/ark:/12148/cb435647346/date","Paris, ou : universelle, Paris, Paris, Montélimar Drôme","Le Théâtre du monde "
"14211","1948-200?","https://gallica.bnf.fr/ark:/12148/cb34535850c/date","Paris","La Rose blanche "
"14212","1946-1948","https://gallica.bnf.fr/ark:/12148/cb32700843b/date","Paris","L'Arche de Noé "
"14213","19??","https://gallica.bnf.fr/ark:/12148/cb32771276b/date","Paris","Europe Orient Extrême"
"14214","1936-1952","https://gallica.bnf.fr/ark:/12148/cb32753718m/date","Saint Etienne","Cyclo magazine "
"14215","1910-1910","https://gallica.bnf.fr/ark:/12148/cb327712510/date","Paris","L'Europe future "
"14216","1927-1931","https://gallica.bnf.fr/ark:/12148/cb32771253p/date","Paris","L'Europe illustrée "
"14217","1896-1898","https://gallica.bnf.fr/ark:/12148/cb32895127d/date","Paris","Le Zonier "
"14218","1934","https://gallica.bnf.fr/ark:/12148/cb34425837s/date","Paris","Elgar "
"14219","1872-1885","https://gallica.bnf.fr/ark:/12148/cb34544778f/date","Saint Denis","Le Nouveau Salazien "
"14220","1888-1890","https://gallica.bnf.fr/ark:/12148/cb32861692n/date","Paris","Revue universelle illustrée"
"14221","1884-1895","https://gallica.bnf.fr/ark:/12148/cb32861132d/date","Melle, Saint Maixent","Revue poitevine et saintongeaise "
"14222","1919-1920","https://gallica.bnf.fr/ark:/12148/cb32771280k/date","Paris","L'Europe orientale "
"14223","1846-1883","https://gallica.bnf.fr/ark:/12148/cb328007615/date","Saint Denis [La Réunion]","Journal du commerce de l'île Bourbon "
"14224","1930-1931","https://gallica.bnf.fr/ark:/12148/cb45735636v/date","Paris","La Joie des modes "
"14225","1860-1886","https://gallica.bnf.fr/ark:/12148/cb328111520/date","Saint Denis","La Malle "
"14226","1903-1914","https://gallica.bnf.fr/ark:/12148/cb328658507/date","Paris","La Science au XXe siècle "
"14227","1860-1865","https://gallica.bnf.fr/ark:/12148/cb326970398/date","Paris","Annuaire des engrais "
"14228","1858-1945","https://gallica.bnf.fr/ark:/12148/cb32892053z/date","Strassburg","Der Volksfreund "
"14229","1924-1925","https://gallica.bnf.fr/ark:/12148/cb32708310x/date","Cayenne","L'Avenir de la Guyane "
"14230","1879","https://gallica.bnf.fr/ark:/12148/cb327311271/date","Toulouse","Bulletin municipal "
"14231","1903-1967","https://gallica.bnf.fr/ark:/12148/cb344849670/date","Versailles","Conférence des sociétés savantes"
"14232","1957","https://gallica.bnf.fr/ark:/12148/cb343831065/date","Strasbourg","Cahiers alsaciens d'archéologie"
"14233","1932-1937","https://gallica.bnf.fr/ark:/12148/cb32734924x/date","Fort de France","Le Cablo "
"14234","1931-1933","https://gallica.bnf.fr/ark:/12148/cb45736272v/date","Paris","Les Patrons Minerve"
"14235","1891-1895","https://gallica.bnf.fr/ark:/12148/cb32753216j/date","Narbonne","La Croix du Sud "
"14236","1933-1934","https://gallica.bnf.fr/ark:/12148/cb32771226s/date","Paris","L'Europe d'abord "
"14237","1946-1947","https://gallica.bnf.fr/ark:/12148/cb327111624/date","Paris","Bergen Belsen "
"14238","1934-1935","https://gallica.bnf.fr/ark:/12148/cb45736524t/date","Paris","Patron chapeaux"
"14239","1881-1882","https://gallica.bnf.fr/ark:/12148/cb32815933w/date","Nîmes","Le Midi viticole "
"14240","1907-1914","https://gallica.bnf.fr/ark:/12148/cb328401453/date","Lens","La Plaine de Lens "
"14241","1942-1943","https://gallica.bnf.fr/ark:/12148/cb32685398x/date","Alger","Alger soir"
"14242","1944-1946","https://gallica.bnf.fr/ark:/12148/cb32685481g/date","Alger","Algérie magazine"
"14243","1946","https://gallica.bnf.fr/ark:/12148/cb326855060/date","Alger","Algérie radicale"
"14244","1909-1909","https://gallica.bnf.fr/ark:/12148/cb327003569/date","Ajaccio","L'Appel au peuple d'Ajaccio "
"14245","1921-1936","https://gallica.bnf.fr/ark:/12148/cb42240715w/date","Bergerac","Le Progrès de Bergerac et de la Dordogne "
"14246","1908-1915","https://gallica.bnf.fr/ark:/12148/cb328438839/date","Bergerac","Le Progrès de Bergerac "
"14247","1921-1956","https://gallica.bnf.fr/ark:/12148/cb32740695v/date","Alger","Le Cheminot algérien"
"14248","1887-1887","https://gallica.bnf.fr/ark:/12148/cb32834370m/date","Saint Denis","Le Pays "
"14249","1932-193.","https://gallica.bnf.fr/ark:/12148/cb32834734v/date","Paris","Pédagogie soviétique "
"14250","1943-1944","https://gallica.bnf.fr/ark:/12148/cb326855107/date","Alger","Algérie soir sports magazine"
"14251","1923-1939","https://gallica.bnf.fr/ark:/12148/cb34378361v/date","Paris","Photo pour tous "
"14252","1889-1892","https://gallica.bnf.fr/ark:/12148/cb32722322w/date","Paris","Bulletin de la Chambre syndicale des papiers en gros"
"14253","1922-1949","https://gallica.bnf.fr/ark:/12148/cb327229754/date","Asnières","Le Bulletin de l'Association amicale et de secours mutuels des anciens élèves de l'institut départemental de sourds muets et sourdes"
"14254","1997-2011","https://gallica.bnf.fr/ark:/12148/cb36950047f/date","Le Havre","Recueil des publications de la Société havraise d'études diverses "
"14255","1864-1864","https://gallica.bnf.fr/ark:/12148/cb34438549w/date","Fort de France","Le Messager "
"14256","1825-1876","https://gallica.bnf.fr/ark:/12148/cb34378279n/date","Paris, Paris, Paris, Paris, Paris","Journal de chimie médicale"
"14257","1847-1847","https://gallica.bnf.fr/ark:/12148/cb41936813s/date","Strasbourg","Journal de la réforme protestante"
"14258","1880-1907","https://gallica.bnf.fr/ark:/12148/cb32750513m/date","Pointe à Pitre, Basse Terre","Le Courrier de la Guadeloupe "
"14259","2000","https://gallica.bnf.fr/ark:/12148/cb412434745/date","Toul","Ethnozootechnie"
"14260","1883-1885","https://gallica.bnf.fr/ark:/12148/cb327507820/date","Saint Pierre Réunion","Le Courrier de Saint Pierre "
"14261","1872-1876","https://gallica.bnf.fr/ark:/12148/cb32752193g/date","Paris","Le Cri Cri "
"14262","1902-1912","https://gallica.bnf.fr/ark:/12148/cb32753220s/date","Bordeaux","La Croix du Sud Ouest"
