"","date","identifier","publisher","title"
"6334","1943-1943","https://gallica.bnf.fr/ark:/12148/cb437808108/date","","Femmes "
"6335","1943-1943","https://gallica.bnf.fr/ark:/12148/cb43785718z/date","","Les Métros "
"6336","1943-1944","https://gallica.bnf.fr/ark:/12148/cb43786314q/date","","Notre région "
"6337","189.-189.","https://gallica.bnf.fr/ark:/12148/cb327021803/date","Paris","L'Armée française "
"6338","1944-1944","https://gallica.bnf.fr/ark:/12148/cb437894679/date","","La Terre du Sud Ouest "
"6339","1944-1944","https://gallica.bnf.fr/ark:/12148/cb43798804g/date","","La Voix du CL "
"6340","1895-19..","https://gallica.bnf.fr/ark:/12148/cb438376007/date","Lieux divers","Compte rendu des travaux du "
"6341","1944-1944","https://gallica.bnf.fr/ark:/12148/cb43780528h/date","","Espoir "
"6342","190.-19..","https://gallica.bnf.fr/ark:/12148/cb438361656/date","Paris","Rapport de l'inspecteur général chargé des services ordinaire et vicinal du département et du contrôle des tramways et du métropolitain "
"6343","1943-1944","https://gallica.bnf.fr/ark:/12148/cb437820665/date","","Le Gazier de Paris "
"6344","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43787887j/date","","Pour l'action "
"6345","1941-1944","https://gallica.bnf.fr/ark:/12148/cb43839261t/date","","Le Travailleur de l'Yonne "
"6346","1898-1898","https://gallica.bnf.fr/ark:/12148/cb32683548f/date","Paris","L'Âge d'art "
"6347","1851-1861","https://gallica.bnf.fr/ark:/12148/cb326850503/date","Paris","Album de l'École de dessin "
"6348","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43839345v/date","Auxerre","L'Yonne libre "
"6349","1905-1906","https://gallica.bnf.fr/ark:/12148/cb32685345b/date","Alger Mustapha","Alger amusant "
"6350","1941-194.","https://gallica.bnf.fr/ark:/12148/cb43910351c/date","","L'Avenir normand "
"6351","1913","https://gallica.bnf.fr/ark:/12148/cb42778900t/date","Servaville Salmonville","Bulletin paroissial "
"6352","1910","https://gallica.bnf.fr/ark:/12148/cb32685382j/date","Alger","Alger mondain"
"6353","1870-1955","https://gallica.bnf.fr/ark:/12148/cb43775187x/date","Lyon, Lyon, Lyon","Jurisprudence de la Cour d'appel de Lyon et des tribunaux du ressort"
"6354","1917-1995","https://gallica.bnf.fr/ark:/12148/cb34349193j/date","Paris","Revue générale de l'électricité "
"6355","1858","https://gallica.bnf.fr/ark:/12148/cb32685493g/date","Alger","L'Algérie nouvelle"
"6356","1944-1944","https://gallica.bnf.fr/ark:/12148/cb437769594/date","Tarn","Le Canard interné "
"6357","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43779178x/date","","Le Cri "
"6358","1944-1944","https://gallica.bnf.fr/ark:/12148/cb43783968k/date","","Jeunesse berrichonne"
"6359","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43789859s/date","","La Tribune populaire "
"6360","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43790630j/date","Lyon ?","La Voix de la base"
"6361","1870-18..","https://gallica.bnf.fr/ark:/12148/cb32686522g/date","Paris","Almanach comique des cafés concerts pour"
"6362","1898-1903","https://gallica.bnf.fr/ark:/12148/cb32688247g/date","Paris","Almanach du bibliophile pour l'année "
"6363","1890-1890","https://gallica.bnf.fr/ark:/12148/cb32688329t/date","Lyon","Almanach du Caveau lyonnais"
"6364","1800-1800","https://gallica.bnf.fr/ark:/12148/cb32689036h/date","A Paris","Almanach du Théâtre des jeunes éleves"
"6365","1776-1777","https://gallica.bnf.fr/ark:/12148/cb32689352k/date","","Almanach historique et raisonné des architectes"
"6366","1841-1860","https://gallica.bnf.fr/ark:/12148/cb32690033h/date","Paris","Almanach protestant "
"6367","1968-196.","https://gallica.bnf.fr/ark:/12148/cb41195262z/date","Orsay","Orsay action "
"6368","1889-1980","https://gallica.bnf.fr/ark:/12148/cb32696580v/date","Metz","Annuaire de la Société d'histoire et d'archéologie lorraine  "
"6369","1870-1871","https://gallica.bnf.fr/ark:/12148/cb326912110/date","Paris","L'Ami de la France "
"6370","1872","https://gallica.bnf.fr/ark:/12148/cb34349299w/date","Paris","Bulletin de la Société mathématique de France"
"6371","1898","https://gallica.bnf.fr/ark:/12148/cb326829996/date","S. l.","L'Affiche illustrée de l'instruction primaire"
"6372","1840-1840","https://gallica.bnf.fr/ark:/12148/cb32709284f/date","Paris","L'Aviso général et spécial du commerce et de l'industrie "
"6373","1890-1905","https://gallica.bnf.fr/ark:/12148/cb326861002/date","Nancy","L'Almanach à deux sous illustré"
"6374","1927-1933","https://gallica.bnf.fr/ark:/12148/cb34350613g/date","Paris","Revue d'Allemagne et des pays de langue allemande"
"6375","1793-1796","https://gallica.bnf.fr/ark:/12148/cb32689205s/date","A Gap","Almanach général du département des Hautes Alpes"
"6376","1908-190.","https://gallica.bnf.fr/ark:/12148/cb32686962t/date","Paris","Almanach de l'Union des oeuvres "
"6377","1923","https://gallica.bnf.fr/ark:/12148/cb32686862j/date","Lille","Almanach de "
"6378","1864-1865","https://gallica.bnf.fr/ark:/12148/cb326879177/date","Paris","Almanach des foires de France "
"6379","1822-1837","https://gallica.bnf.fr/ark:/12148/cb32688157h/date","Paris","Almanach des spectacles "
"6380","186.-186.","https://gallica.bnf.fr/ark:/12148/cb326892420/date","Paris","Almanach guide tarif des dépêches avec les règles de la correspondance privée à l'intérieur et à l'étranger"
"6381","18..-19..","https://gallica.bnf.fr/ark:/12148/cb32690262n/date","Lille","Les Almanachs"
"6382","1716-1716","https://gallica.bnf.fr/ark:/12148/cb32683221k/date","A Paris","Les Affiches de Paris"
"6383","1854-1856","https://gallica.bnf.fr/ark:/12148/cb326833764/date","Paris","Les Affiches universelles "
"6384","1886-188.","https://gallica.bnf.fr/ark:/12148/cb326910641/date","Paris","L'Amérique du Sud "
"6385","1902-19..","https://gallica.bnf.fr/ark:/12148/cb32691906b/date","Basses Pyrénées","Amicale des instituteurs et institutrices publics"
"6386","1907","https://gallica.bnf.fr/ark:/12148/cb32683474q/date","Alger","L'Afrique commerciale"
"6387","1880-1886","https://gallica.bnf.fr/ark:/12148/cb32714546q/date","Paris","Le Bon conseiller "
"6388","1843-1866","https://gallica.bnf.fr/ark:/12148/cb32687417v/date","Calais","Almanach de la ville et du canton de Calais "
"6389","1901-19..","https://gallica.bnf.fr/ark:/12148/cb32691168p/date","Paris","L'Ami de l'inventeur "
"6390","1861-1874","https://gallica.bnf.fr/ark:/12148/cb326877704/date","Paris","Almanach des 40"
"6391","1862-18..","https://gallica.bnf.fr/ark:/12148/cb326966281/date","Paris","Annuaire de la Société des sciences industrielles"
"6392","1883","https://gallica.bnf.fr/ark:/12148/cb32712073r/date","Paris","Le Bibliophile "
"6393","1868-1868","https://gallica.bnf.fr/ark:/12148/cb32687189w/date","Paris","Almanach de la langue verte pour l'année"
"6394","1870-1870","https://gallica.bnf.fr/ark:/12148/cb32688313f/date","Bordeaux, Paris","Almanach du buveur"
"6395","1905-1911","https://gallica.bnf.fr/ark:/12148/cb326966804/date","Monaco, Bruxelles","Annuaire de la vie internationale"
"6396","19..-19..","https://gallica.bnf.fr/ark:/12148/cb32697299p/date","Paris, Paris","Annuaire des valeurs inscrites à la cote du marché "
"6397","19??","https://gallica.bnf.fr/ark:/12148/cb32691253x/date","Alger","Ami de la vérité"
"6398","1894-19..","https://gallica.bnf.fr/ark:/12148/cb32698124r/date","Paris","Annuaire héraldique "
"6399","1905-191.","https://gallica.bnf.fr/ark:/12148/cb327207544/date","Lille","Bulletin de l'enseignement secondaire de l'Académie de Lille "
"6400","1878-1882","https://gallica.bnf.fr/ark:/12148/cb327224105/date","Castres","Bulletin de la Commission des antiquités de la ville de Castres et du département du Tarn"
"6401","1943-1944","https://gallica.bnf.fr/ark:/12148/cb436446471/date","Marseille","L'Espoir "
"6402","1879-1892","https://gallica.bnf.fr/ark:/12148/cb32723891b/date","Morlaix","Bulletin de la Société d'études scientifiques du Finistère"
"6403","19..","https://gallica.bnf.fr/ark:/12148/cb42746347q/date","Lille","Bulletin paroissial "
"6404","1869-1974","https://gallica.bnf.fr/ark:/12148/cb34349679c/date","Paris","Registre international de classification de navires et d'aéronefs"
"6405","1903","https://gallica.bnf.fr/ark:/12148/cb436543749/date","Paris","L'Art appliqué "
"6406","1838-1856","https://gallica.bnf.fr/ark:/12148/cb32698036g/date","Paris, Paris","Annuaire général du commerce"
"6407","1896-19..","https://gallica.bnf.fr/ark:/12148/cb326970963/date","Tarbes","Annuaire des Hautes Pyrénées "
"6408","1856-1915","https://gallica.bnf.fr/ark:/12148/cb327243331/date","Caen","Bulletin de la Société des beaux arts de Caen"
"6409","1880-18..","https://gallica.bnf.fr/ark:/12148/cb326971800/date","Lisieux","Annuaire des musées cantonaux et des autres institutions cantonales patriotiques d'initiative privée"
"6410","1860-1863","https://gallica.bnf.fr/ark:/12148/cb32697335q/date","Paris","Annuaire du bibliophile"
"6411","1852-1852","https://gallica.bnf.fr/ark:/12148/cb32697797c/date","Paris, Paris, Paris","Annuaire du théâtre "
"6412","1902-1914","https://gallica.bnf.fr/ark:/12148/cb32697432z/date","Paris, Paris","Annuaire du commerce et de l'industrie photographiques"
"6413","1928","https://gallica.bnf.fr/ark:/12148/cb326917283/date","Alger","Amicale de dessinateurs et agents techniques du département d'Alger"
"6414","19??-19??","https://gallica.bnf.fr/ark:/12148/cb32691991d/date","Hanoi","Amicale tonkinoise des anciens combattants "
"6415","1884-1889","https://gallica.bnf.fr/ark:/12148/cb327248442/date","Paris","Bulletin de la Société pour l'étude des questions d'enseignement secondaire"
"6416","1835-1837","https://gallica.bnf.fr/ark:/12148/cb326840051/date","Paris, Paris, Paris, Paris, Paris","Agenda musical "
"6417","1913","https://gallica.bnf.fr/ark:/12148/cb42748135n/date","Rennes","Bulletin paroissial "
"6418","1842-1842","https://gallica.bnf.fr/ark:/12148/cb327258131/date","Paris","Bulletin des beaux arts "
"6419","1931-1934","https://gallica.bnf.fr/ark:/12148/cb32697999m/date","Paris","Annuaire général des lettres"
"6420","1823-1823","https://gallica.bnf.fr/ark:/12148/cb32685073r/date","Nevers","L'Album de la Nièvre "
"6421","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43776465p/date","","Bulletin d'information du Comité parisien de Libération"
"6422","1886-189.","https://gallica.bnf.fr/ark:/12148/cb32727023m/date","Tours, Tours","Bulletin du Cercle pédagogique d'Indre et"
"6423","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43787724c/date","","Le Patriote nivernais "
"6424","1966-1979","https://gallica.bnf.fr/ark:/12148/cb34350517k/date","Paris","Comptes rendus hebdomadaires des séances de l'Académie des sciences"
"6425","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41269999r/date","Alger","Budget de l'Algérie"
"6426","1875-1902","https://gallica.bnf.fr/ark:/12148/cb34351011c/date","Paris","Annales agronomiques "
"6427","19??-19??","https://gallica.bnf.fr/ark:/12148/cb412702228/date","Hanoï","Budget de l'exploitation des chemins de fer"
"6428","1839-1839","https://gallica.bnf.fr/ark:/12148/cb32731246k/date","Paris","Bulletin musical de la Mère institutrice "
"6429","1942-195?","https://gallica.bnf.fr/ark:/12148/cb32686017h/date","Grenoble","Les Allobroges"
"6430","1910-19..","https://gallica.bnf.fr/ark:/12148/cb32688049m/date","Le Mans","Almanach des oeuvres catholiques des quartiers de l'Abattoir"
"6431","1797-1801","https://gallica.bnf.fr/ark:/12148/cb32688028n/date","A Niort, A Niort","Almanach des muses de l'École centrale du département des Deux Sèvres"
"6432","1832-1862","https://gallica.bnf.fr/ark:/12148/cb32688390w/date","Paris, Paris, Paris, Paris, Paris","Almanach du commerce de la boucherie de Paris "
"6433","1772-1786","https://gallica.bnf.fr/ark:/12148/cb32689193m/date","Paris, Paris, Paris, Paris, Paris","Almanach général des marchands"
"6434","1821-1821","https://gallica.bnf.fr/ark:/12148/cb326852510/date","Marseille","L'Alcyon "
"6435","1863-19..","https://gallica.bnf.fr/ark:/12148/cb32698307q/date","Paris, Paris, Paris, Paris","Annuaire Mathieu de la Drôme "
"6436","1944-1944","https://gallica.bnf.fr/ark:/12148/cb43774356z/date","France","À l'attaque "
"6437","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43776751t/date","","Bulletin intérieur des FUJP "
"6438","1941-1941","https://gallica.bnf.fr/ark:/12148/cb43781305j/date","","Le Goéland "
"6439","1944-1944","https://gallica.bnf.fr/ark:/12148/cb43781889s/date","","Bulletin intérieur "
"6440","18..-18..","https://gallica.bnf.fr/ark:/12148/cb32698506x/date","Paris","Annuaire parisien "
"6441","194.-194.","https://gallica.bnf.fr/ark:/12148/cb437860811/date","","Notre action "
"6442","1942-1942","https://gallica.bnf.fr/ark:/12148/cb437853343/date","","Le Métallo "
"6443","1875-1905","https://gallica.bnf.fr/ark:/12148/cb437080706/date","Paris","Décisions rendues par le Tribunal des conflits"
"6444","1944-1944","https://gallica.bnf.fr/ark:/12148/cb437877607/date","","Le Paysan "
"6445","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43789688t/date","","Le Travailleur "
"6446","194.-194.","https://gallica.bnf.fr/ark:/12148/cb43790639n/date","","La Voix de Villacoublay "
"6447","1908","https://gallica.bnf.fr/ark:/12148/cb32685436n/date","Alger","Algérie album"
"6448","1915-1916","https://gallica.bnf.fr/ark:/12148/cb32699729c/date","Paris","L'Anti boche illustré"
"6449","1897-1902","https://gallica.bnf.fr/ark:/12148/cb32699807b/date","Mustapha Alger","L'Antijuif algérien "
"6450","1924-1947","https://gallica.bnf.fr/ark:/12148/cb326937695/date","Grenoble","Annales de l'Université de Grenoble"
"6451","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270563p/date","Hanoï","Compte administratif du budget local du territoire de Kouang Tchéou"
"6452","1873-1885","https://gallica.bnf.fr/ark:/12148/cb43617604v/date","Limoges","Bulletin de l'oeuvre de l'achèvement de la cathédrale"
"6453","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270987s/date","Gorée, Rufisque","Budget de l'exploitation du Port de Dakar "
"6454","1898-1903","https://gallica.bnf.fr/ark:/12148/cb32686036s/date","Auch","Almanac de la Gascougno "
"6455","1870-1971","https://gallica.bnf.fr/ark:/12148/cb412711912/date","Fort de France","Projet de budget des recettes et des dépenses pour l'exercice"
"6456","1893-1893","https://gallica.bnf.fr/ark:/12148/cb453002487/date","Montpellier","Le Petit Méridional illustré"
"6457","18??-19??","https://gallica.bnf.fr/ark:/12148/cb41271334s/date","Alger","Compte des recettes et des dépenses départementales "
"6458","190?-19??","https://gallica.bnf.fr/ark:/12148/cb412713296/date","Saïgon, Hanoï","Discours prononcé par M"
"6459","1897-19??","https://gallica.bnf.fr/ark:/12148/cb41271869t/date","Alger","Rapport sur les opérations des sociétés indigènes de prévoyance"
"6460","1905-1957","https://gallica.bnf.fr/ark:/12148/cb412724736/date","Gorée","Compte définitif des recettes et des dépenses du budget général "
"6461","1881-1883","https://gallica.bnf.fr/ark:/12148/cb32691621d/date","Douai","L'Ami du peuple"
"6462","1888-1910","https://gallica.bnf.fr/ark:/12148/cb412688935/date","Lieux divers","Budget général"
"6463","1944-194.","https://gallica.bnf.fr/ark:/12148/cb326904448/date","","Alpes libres "
"6464","1906-1930","https://gallica.bnf.fr/ark:/12148/cb412724887/date","Gorée","Comptes définitifs des recettes et des dépenses "
"6465","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41272735g/date","Saigon","Compte administratif du maire pour l'exercice"
"6466","1908-19..","https://gallica.bnf.fr/ark:/12148/cb326880515/date","Courbevoie","Almanach des Oeuvres ouvrières de Courbevoie "
"6467","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41273716f/date","Gorée","Budget de la circonscription de Dakar et dépendances "
"6468","1906-195?","https://gallica.bnf.fr/ark:/12148/cb41270012d/date","Gorée, Rufisque","Compte définitif des recettes et des dépenses du budget local de la Mauritanie"
"6469","1873-1873","https://gallica.bnf.fr/ark:/12148/cb32690081c/date","Marseille","Almanach républicain du Midi pour l'année "
"6470","1908-19??","https://gallica.bnf.fr/ark:/12148/cb41270033c/date","Gorée","Compte définitif des recettes et des dépenses du budget annexe du chemin de fer de Kayes au Niger "
"6471","1795-1795","https://gallica.bnf.fr/ark:/12148/cb32690374x/date","Paris","Les Alors"
"6472","19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270199k/date","Hanoï","Budget de l'exploitation des chemins de fer"
"6473","1940-1940","https://gallica.bnf.fr/ark:/12148/cb32690569w/date","Nice","Altitude 1263 "
"6474","1936-1936","https://gallica.bnf.fr/ark:/12148/cb32690682c/date","Paris","Ambassades et légations "
"6475","1872-187.","https://gallica.bnf.fr/ark:/12148/cb32687714n/date","Bordeaux","Annuaire des banquiers et agents de change de France et des principales villes de l'étranger"
